granularity;manufacturer;device;series;manufacturer_type;catalog_number;rated_current_A;poles_total;poles_protected;pole_configuration;characteristic;breaking_capacity_kA;residual_current_mA;rcd_type;voltage_type;heat_loss_W;heat_loss_basis;catalog_status;verification;notes;source_url
variant;CHINT;Jistič;NXB-63;NXB-63 3P C4;;4;3;3;3P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C4;;4;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D4;;4;3;3;3P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D4;;4;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N B4;;4;4;3;3P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N C4;;4;4;3;3P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N D4;;4;4;3;3P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B4;;4;4;4;4P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B4;;4;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C4;;4;4;4;4P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C4;;4;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D4;;4;4;4;4P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D4;;4;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B6;;6;1;1;1P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B6;;6;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C6;;6;1;1;1P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C6;;6;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D6;;6;1;1;1P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D6;;6;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N B6;;6;2;1;1P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N C6;;6;2;1;1P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N D6;;6;2;1;1P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B6;;6;2;2;2P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B6;;6;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C6;;6;2;2;2P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C6;;6;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D6;;6;2;2;2P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D6;;6;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B6;;6;3;3;3P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B6;;6;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C6;;6;3;3;3P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C6;;6;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D6;;6;3;3;3P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D6;;6;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N B6;;6;4;3;3P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N C6;;6;4;3;3P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N D6;;6;4;3;3P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B6;;6;4;4;4P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B6;;6;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C6;;6;4;4;4P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C6;;6;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D6;;6;4;4;4P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D6;;6;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B10;;10;1;1;1P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B10;;10;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C10;;10;1;1;1P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C10;;10;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D10;;10;1;1;1P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D10;;10;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N B10;;10;2;1;1P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N C10;;10;2;1;1P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N D10;;10;2;1;1P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B10;;10;2;2;2P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B10;;10;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C10;;10;2;2;2P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C10;;10;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D10;;10;2;2;2P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D10;;10;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B10;;10;3;3;3P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B10;;10;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C10;;10;3;3;3P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C10;;10;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D10;;10;3;3;3P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D10;;10;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N B10;;10;4;3;3P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N C10;;10;4;3;3P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N D10;;10;4;3;3P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B10;;10;4;4;4P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B10;;10;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C10;;10;4;4;4P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C10;;10;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D10;;10;4;4;4P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P D10;;10;4;4;4P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B16;;16;1;1;1P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P B16;;16;1;1;1P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C16;;16;1;1;1P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P C16;;16;1;1;1P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D16;;16;1;1;1P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P D16;;16;1;1;1P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N B16;;16;2;1;1P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N C16;;16;2;1;1P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 1P+N D16;;16;2;1;1P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B16;;16;2;2;2P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P B16;;16;2;2;2P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C16;;16;2;2;2P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P C16;;16;2;2;2P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D16;;16;2;2;2P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 2P D16;;16;2;2;2P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B16;;16;3;3;3P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P B16;;16;3;3;3P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C16;;16;3;3;3P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P C16;;16;3;3;3P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D16;;16;3;3;3P;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P D16;;16;3;3;3P;D;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N B16;;16;4;3;3P+N;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N C16;;16;4;3;3P+N;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 3P+N D16;;16;4;3;3P+N;D;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B16;;16;4;4;4P;B;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P B16;;16;4;4;4P;B;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C16;;16;4;4;4P;C;6;;;AC;;;current;exact catalog option matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution/nxb-63.html
variant;CHINT;Jistič;NXB-63;NXB-63 4P C16;;16;4;4;4P;C;6;;;AC;;;current;catalog_matrix;;https://www.chintglobal.com/global/en/products/low-voltage/iec/final-power-distribution.html
